Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType, Amount in USD ,,,,
27-12-2017,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems,Hyderabad,Jones Lang LaSalle,Private Equity,3800000,,,,
04-01-2018,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private Equity,15700000,,,,
09-01-2018,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,N/A,Seed/ Angel Funding,2500000,,,,
09-01-2018,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000,,,,
10-01-2018,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,1930000,,,,
10-01-2018,Appario Retail Pvt Ltd.,ECommerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000,,,,
10-01-2018,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000,,,,
10-01-2018,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000,,,,
12-01-2018,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Seed/ Angel Funding,80000,,,,
12-01-2018,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,20000000,,,,
15-01-2018,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Seed/ Angel Funding,354600,,,,
15-01-2018,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000,,,,
15-01-2018,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix  s corporate financing arm, Electronic Development Fund",Private Equity,25000000,,,,
17-01-2018,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,1000000,,,,
18-01-2018,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000,,,,
22-01-2018,Paperflite,Technology,IT,Chennai,The Chennai Angels,Seed/ Angel Funding,400000,,,,
22-01-2018,HungerBox,Consumer Internet,Food and Beverages,Bengaluru,Lionrock Capital,Private Equity,2500000,,,,
22-01-2018,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,3200000,,,,
22-01-2018,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,4000000,,,,
23-01-2018,Milkbasket,ECommerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,3000000,,,,
24-01-2018,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,6240000,,,,
24-01-2018,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,8600000,,,,
24-01-2018,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000,,,,
25-01-2018,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,1000000,,,,
26-01-2018,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,7400000,,,,
29-01-2018,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,1000000,,,,
29-01-2018,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,1500000,,,,
30-01-2018,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Seed/ Angel Funding,500000,,,,
30-01-2018,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,1000000,,,,
30-01-2018,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,7600000,,,,
30-01-2018,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,10000000,,,,
30-01-2018,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,50000000,,,,
31-01-2018,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,4400000,,,,
01-02-2018,Zomato,Food & Beverage,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,200000000,,,,
01-02-2018,BigBasket,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000,,,,
05-02-2018,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,2000000,,,,
05-02-2018,Pratilipi,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,4300000,,,,
05-02-2018,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,21000000,,,,
06-02-2018,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,3100000,,,,
07-02-2018,Swiggy,Food & Beverage,Online Food Delivery,Bengaluru,Naspers,Private Equity,100000000,,,,
08-02-2018,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,50000000,,,,
08-02-2018,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed/ Angel Funding,100000000,,,,
09-02-2018,Rupeek,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,6830000,,,,
09-02-2018,healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,12000000,,,,
12-02-2018,Cashify,ECommerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,935089,,,,
12-02-2018,Lendingkart,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000,,,,
13-02-2018,holachef,Food & Beverage,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed/ Angel Funding,311200,,,,
13-02-2018,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,13500000,,,,
14-02-2018,Toppr,Ed-Tech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,100000,,,,
14-02-2018,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000,,,,
14-02-2018,Littlemore,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,3000000,,,,
14-02-2018,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,5000000,,,,
14-02-2018,OyoRooms,Hospitality,Budget Rooms,Gurgaon,DiDi Chuxing,Equity,100000000,,,,
15-02-2018,PetSutra,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed/ Angel Funding,148434,,,,
15-02-2018,Infibeam,ECommerce,Online Retailing,Ahmedabad,Network 18,Private Equity,6230000,,,,
16-02-2018,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed/ Angel Funding,150000,,,,
16-02-2018,happay,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed/ Angel Funding,250000,,,,
19-02-2018,AyeFinance,Finance,Online Lending,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,3800000,,,,
20-02-2018,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed/ Angel Funding,500000,,,,
21-02-2018,The Healthy Billions,Healthcare,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,2100000,,,,
21-02-2018,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,20000000,,,,
21-02-2018,Udaan,ECommerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000,,,,
26-02-2018,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,772500,,,,
26-02-2018,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,1040000,,,,
27-02-2018,Trilyo,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed/ Angel Funding,250000,,,,
28-02-2018,Credy,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed/ Angel Funding,1400000,,,,
28-02-2018,Gaana,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,115000000,,,,
01-03-2018,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,3000000,,,,
01-03-2018,Urban Ladder,ECommerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000,,,,
03-03-2018,Kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed/ Angel Funding,250000,,,,
04-03-2018,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/ Angel Funding,1000000,,,,
04-03-2018,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed/ Angel Funding,1100000,,,,
05-03-2018,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000,,,,
05-03-2018,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000,,,,
05-03-2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,6000000,,,,
05-03-2018,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,10000000,,,,
06-03-2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,7600000,,,,
06-03-2018,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000,,,,
08-03-2018,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,1000000,,,,
08-03-2018,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,38400000,,,,
12-03-2018,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed/ Angel Funding,1000000,,,,
13-03-2018,PineLabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000,,,,
14-03-2018,AvailFinance,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,17200000,,,,
15-03-2018,Grofers,Consumer Internet,Online Grocery Shop,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,62000000,,,,
19-03-2018,Karma Healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed/ Angel Funding,500000,,,,
19-03-2018,CustomerSucessBox,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed/ Angel Funding,1000000,,,,
19-03-2018,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,1310000,,,,
19-03-2018,Zappfresh,Food & Beverage,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed/ Angel Funding,3000000,,,,
22-03-2018,i2i Funding,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed/ Angel Funding,768000,,,,
22-03-2018,Slang Labs,Technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed/ Angel Funding,1240000,,,,
22-03-2018,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,18000000,,,,
26-03-2018,Cash Suvidha,Consumer Internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed/ Angel Funding,1000000,,,,
27-03-2018,The Print,Media,News portal,Delhi,Ratan Tata,Seed/ Angel Funding,535000,,,,
27-03-2018,DriveU,Technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,3000000,,,,
28-03-2018,Roadcast,Technology,Fleet management and asset monitoring platform,Delhi,N/A,Private Equity,250000,,,,
28-03-2018,Smartcoin,Finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed/ Angel Funding,2000000,,,,
02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed/ Angel Funding,307600,,,,
02-04-2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,N/A,Seed/ Angel Funding,1300000,,,,
02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000,,,,
04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000,,,,
05-04-2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed/ Angel Funding,150000,,,,
05-04-2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000,,,,
09-04-2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,N/A,Seed/ Angel Funding,46140,,,,
09-04-2018,Kaleidofin,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed/ Angel Funding,2800000,,,,
09-04-2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed/ Angel Funding," 1,000,000, ",,,,
10-04-2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000,,,,
12-04-2018,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed/ Angel Funding,1000000,,,,
12-04-2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding," 46,000,00 ",,,,
13-04-2018,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed/ Angel Funding,2000000,,,,
16-04-2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed/ Angel Funding,500000,,,,
18-04-2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000,,,,
19-04-2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000,,,,
19-04-2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed/ Angel Funding," 11,000,00 ",,,,
22-04-2018,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed/ Angel Funding,1900000,,,,
22-04-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000,,,,
23-04-2018,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,N/A,Seed/ Angel Funding,150000,,,,
23-04-2018,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,22000000,,,,
25-04-2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed/ Angel Funding,246000,,,,
26-04-2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000,,,,
27-04-2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000,,,,
30-04-2018,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed/ Angel Funding,978000,,,,
30-04-2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,7500000,,,,
02-05-2018,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed/ Angel Funding,450000,,,,
02-05-2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000,,,,
03-05-2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed/ Angel Funding,2500000,,,,
07-05-2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,N/A,Seed/ Angel Funding,225000,,,,
09-05-2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed/ Angel Funding,1000000,,,,
11-05-2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed/ Angel Funding,949000,,,,
14-05-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000,,,,
16-05-2018,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000,,,,
21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,300000,,,,
21-05-2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000,,,,
22-05-2018,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000,,,,
22-05-2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,735000,,,,
23-05-2018,Edyoo,ECommerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000,,,,
23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000,,,,
24-05-2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000,,,,
24-05-2018,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000,,,,
27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,12000000,,,,
28-05-2018,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000,,,,
29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,1500000,,,,
29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000,,,,
30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000,,,,
31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding," 13,000,00 ",,,,
01-06-2018,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000,,,,
04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125000,,,,
07-06-2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000,,,,
07-06-2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000,,,,
10-06-2018,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000,,,,
12-06-2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000,,,,
12-06-2018,eshakti,ECommerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000,,,,
12-06-2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000,,,,
13-06-2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000,,,,
13-06-2018,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding," 3,000,00 ",,,,
14-06-2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000,,,,
14-06-2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000,,,,
18-06-2018,Elucidata,IT,Data Analytics (SaaS),Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000,,,,
18-06-2018,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000,,,,
19-06-2018,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,1100000,,,,
20-06-2018,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000,,,,
22-06-2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000,,,,
25-06-2018,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000,,,,
25-06-2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000,,,,
25-06-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000,,,,
26-06-2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000,,,,
26-06-2018,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000,,,,
27-06-2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000,,,,
28-06-2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000,,,,
28-06-2018,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000,,,,
02-07-2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000,,,,
04-07-2018,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000,,,,
05-07-2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,6250000,,,,
06-07-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,27700000,,,,
09-07-2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440000,,,,
09-07-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000,,,,
10-07-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000,,,,
10-07-2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,5000000,,,,
10-07-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000,,,,
11-07-2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000,,,,
12-07-2018,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000,,,,
12-07-2018,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,500000,,,,
13-07-2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000,,,,
17-07-2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000,,,,
17-07-2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000,,,,
18-07-2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000,,,,
19-07-2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000,,,,
20-07-2018,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,N/A,Seed/ Angel Funding,1500000,,,,
21-07-2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000,,,,
23-07-2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,280000,,,,
